UID,DAY_OF_WEEK,CRS_DEP_TIME,TAXI_OUT,TAXI_IN,ACTUAL_ELAPSED_TIME,DISTANCE,DISTANCE_GROUP,AIRLINE_ID,FL_DATE,ORIGIN_CITY_MARKET_ID,DEST_CITY_MARKET_ID,FL_NUM,CARRIER,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST,DEST_CITY_NAME,DEST_STATE_ABR,FIRST_DEP_TIME,ARR_DELAY
1577,7,2310,12,12,237,"1,506",7,20436,2017-04-30,33195,30325,291,F9,TPA,"Tampa, FL",FL,DEN,"Denver, CO",CO,,51
1578,7,1735,17,24,124,447,2,19805,2017-04-02,30194,33495,2302,AA,DFW,"Dallas/Fort Worth, TX",TX,MSY,"New Orleans, LA",LA,,280
1579,2,1143,19,4,161,"1,024",5,19977,2017-04-25,30559,30325,693,UA,SEA,"Seattle, WA",WA,DEN,"Denver, CO",CO,,-12
1580,2,1525,39,5,160,679,3,20304,2017-04-18,30559,32457,4953,OO,SEA,"Seattle, WA",WA,SFO,"San Francisco, CA",CA,,21
1581,7,1043,20,5,214,"1,384",6,20304,2017-04-02,32457,33851,5585,OO,SFO,"San Francisco, CA",CA,OKC,"Oklahoma City, OK",OK,,-2
1582,6,936,37,3,252,"1,674",7,20409,2017-04-01,30721,34819,61,B6,BOS,"Boston, MA",MA,SJU,"San Juan, PR",PR,,25
1583,7,610,10,10,104,628,3,20436,2017-04-16,32211,30325,782,F9,LAS,"Las Vegas, NV",NV,DEN,"Denver, CO",CO,,-25
1584,1,2229,14,4,97,545,3,19790,2017-04-17,30397,34027,1229,DL,ATL,"Atlanta, GA",GA,PBI,"West Palm Beach/Palm Beach, FL",FL,,-13
1585,6,1026,23,5,58,170,1,20366,2017-04-01,30397,31308,5113,EV,ATL,"Atlanta, GA",GA,DHN,"Dothan, AL",AL,,-5
1587,7,1810,15,5,105,644,3,19805,2017-04-30,31057,30529,1788,AA,CLT,"Charlotte, NC",NC,BDL,"Hartford, CT",CT,,-20
1588,4,1705,7,4,82,533,3,19393,2017-04-06,30325,33198,1629,WN,DEN,"Denver, CO",CO,MCI,"Kansas City, MO",MO,,0
1590,7,1910,11,5,79,373,2,19393,2017-04-30,32575,33192,4167,WN,LAX,"Los Angeles, CA",CA,SMF,"Sacramento, CA",CA,,29
1591,5,1105,14,6,163,"1,089",5,19805,2017-04-14,31703,32467,942,AA,JFK,"New York, NY",NY,MIA,"Miami, FL",FL,,18
1592,6,955,21,6,161,"1,123",5,19977,2017-04-01,30325,31295,831,UA,DEN,"Denver, CO",CO,DTW,"Detroit, MI",MI,,-13
1593,5,635,9,10,167,"1,074",5,20409,2017-04-21,31714,31703,1630,B6,RSW,"Fort Myers, FL",FL,JFK,"New York, NY",NY,,-11
1594,6,1320,47,10,206,946,4,20409,2017-04-22,30721,30397,697,B6,BOS,"Boston, MA",MA,ATL,"Atlanta, GA",GA,,28
1595,5,830,9,15,81,366,2,19805,2017-04-14,30198,31057,1653,AA,PIT,"Pittsburgh, PA",PA,CLT,"Charlotte, NC",NC,,-20
1596,1,1740,18,6,197,"1,249",5,20409,2017-04-10,31714,30721,1366,B6,RSW,"Fort Myers, FL",FL,BOS,"Boston, MA",MA,,11
1597,7,1745,13,6,153,998,4,19393,2017-04-09,33495,30852,3126,WN,MSY,"New Orleans, LA",LA,BWI,"Baltimore, MD",MD,,2
1598,4,1500,21,12,280,"1,744",7,19805,2017-04-20,30977,32575,1358,AA,ORD,"Chicago, IL",IL,LAX,"Los Angeles, CA",CA,,8
1599,2,825,19,4,178,948,4,20304,2017-04-18,30325,32457,5578,OO,DEN,"Denver, CO",CO,SJC,"San Jose, CA",CA,,3
1600,6,515,12,5,217,"1,303",6,19805,2017-04-22,34100,30194,1776,AA,PHL,"Philadelphia, PA",PA,DFW,"Dallas/Fort Worth, TX",TX,,-11
1601,1,1635,29,9,105,449,2,19805,2017-04-17,31057,34100,559,AA,CLT,"Charlotte, NC",NC,PHL,"Philadelphia, PA",PA,,21
1602,3,1101,20,16,167,761,4,19805,2017-04-26,32337,30194,306,AA,IND,"Indianapolis, IN",IN,DFW,"Dallas/Fort Worth, TX",TX,,74
1603,6,1055,11,4,197,"1,504",7,21171,2017-04-22,32457,30423,218,VX,SFO,"San Francisco, CA",CA,AUS,"Austin, TX",TX,,-1
1604,1,1515,11,5,67,304,2,19393,2017-04-24,33570,30466,1540,WN,SAN,"San Diego, CA",CA,PHX,"Phoenix, AZ",AZ,,-6
1605,3,843,37,5,362,"2,434",10,19977,2017-04-05,31703,32575,2012,UA,EWR,"Newark, NJ",NJ,SNA,"Santa Ana, CA",CA,,-20
1606,7,300,8,5,220,"1,674",7,20409,2017-04-30,34819,30721,962,B6,SJU,"San Juan, PR",PR,BOS,"Boston, MA",MA,,-27
1607,5,1535,19,7,104,453,2,19805,2017-04-21,34100,31295,1792,AA,PHL,"Philadelphia, PA",PA,DTW,"Detroit, MI",MI,,-9
1608,4,1250,8,5,169,"1,180",5,19393,2017-04-20,31714,30529,1941,WN,RSW,"Fort Myers, FL",FL,BDL,"Hartford, CT",CT,,-7
1609,2,1145,15,16,188,"1,121",5,20416,2017-04-04,31454,30721,432,NK,MCO,"Orlando, FL",FL,BOS,"Boston, MA",MA,,37
1610,3,1046,9,8,123,813,4,19790,2017-04-12,30423,30397,1868,DL,AUS,"Austin, TX",TX,ATL,"Atlanta, GA",GA,,-3
1611,7,1340,18,10,191,"1,085",5,19977,2017-04-23,31703,32467,1105,UA,EWR,"Newark, NJ",NJ,MIA,"Miami, FL",FL,,-1
1612,6,2129,11,10,283,"2,343",10,20416,2017-04-22,32575,32467,310,NK,LAX,"Los Angeles, CA",CA,FLL,"Fort Lauderdale, FL",FL,,-7
1613,5,719,12,16,78,235,1,19977,2017-04-14,31295,30977,1891,UA,DTW,"Detroit, MI",MI,ORD,"Chicago, IL",IL,,-9
1615,3,2055,15,4,84,399,2,20304,2017-04-12,30559,30713,4698,OO,SEA,"Seattle, WA",WA,BOI,"Boise, ID",ID,,-11
1616,5,2020,8,17,89,463,2,20304,2017-04-28,34614,31895,4760,OO,SLC,"Salt Lake City, UT",UT,GTF,"Great Falls, MT",MT,,-7
1617,1,1910,13,5,106,657,3,20304,2017-04-24,31453,30693,5940,OO,IAH,"Houston, TX",TX,BNA,"Nashville, TN",TN,,-11
1618,1,2000,33,7,155,861,4,19393,2017-04-03,31454,34100,562,WN,MCO,"Orlando, FL",FL,PHL,"Philadelphia, PA",PA,,29
1619,7,2030,13,8,138,973,4,19393,2017-04-23,30194,31454,5746,WN,DAL,"Dallas, TX",TX,MCO,"Orlando, FL",FL,,8
1621,4,810,10,14,89,369,2,20409,2017-04-20,30852,30721,1226,B6,BWI,"Baltimore, MD",MD,BOS,"Boston, MA",MA,,-6
1623,5,1515,32,5,135,719,3,20304,2017-04-07,30977,31703,3093,OO,ORD,"Chicago, IL",IL,EWR,"Newark, NJ",NJ,,25
1624,1,1237,10,9,175,"1,120",5,19977,2017-04-03,31714,30977,1754,UA,RSW,"Fort Myers, FL",FL,ORD,"Chicago, IL",IL,,-16
1625,7,800,19,12,77,282,2,19805,2017-04-30,32896,30194,2443,AA,LBB,"Lubbock, TX",TX,DFW,"Dallas/Fort Worth, TX",TX,,-8
1626,7,1840,11,5,50,189,1,19393,2017-04-23,30194,30423,3648,WN,DAL,"Dallas, TX",TX,AUS,"Austin, TX",TX,,109
1627,5,835,21,4,85,356,2,19393,2017-04-21,30397,34492,1576,WN,ATL,"Atlanta, GA",GA,RDU,"Raleigh/Durham, NC",NC,,-4
1628,6,1635,14,6,115,616,3,19393,2017-04-01,31454,30693,1059,WN,MCO,"Orlando, FL",FL,BNA,"Nashville, TN",TN,,10
1629,1,2210,8,4,144,997,4,19393,2017-04-17,33195,30977,458,WN,TPA,"Tampa, FL",FL,MDW,"Chicago, IL",IL,,-22
1630,7,815,16,10,311,"2,136",9,19805,2017-04-30,30436,31703,1003,AA,TUS,"Tucson, AZ",AZ,JFK,"New York, NY",NY,,19
1631,1,1502,25,13,87,259,2,19790,2017-04-24,30397,30994,1598,DL,ATL,"Atlanta, GA",GA,CHS,"Charleston, SC",SC,,10
1632,7,2010,17,11,251,"1,703",7,20416,2017-04-23,32467,30325,355,NK,FLL,"Fort Lauderdale, FL",FL,DEN,"Denver, CO",CO,,-1
1633,4,935,20,3,241,"1,851",8,19790,2017-04-27,34614,30852,832,DL,SLC,"Salt Lake City, UT",UT,DCA,"Washington, DC",VA,,-10
1634,2,1047,10,16,70,247,1,19805,2017-04-25,33214,30194,1213,AA,SAT,"San Antonio, TX",TX,DFW,"Dallas/Fort Worth, TX",TX,,-10
1635,7,750,10,5,137,997,4,19393,2017-04-09,30977,33195,5618,WN,MDW,"Chicago, IL",IL,TPA,"Tampa, FL",FL,,-11
1636,7,1308,8,7,53,201,1,19690,2017-04-23,32982,33830,210,HA,LIH,"Lihue, HI",HI,OGG,"Kahului, HI",HI,,7
1637,7,800,21,26,80,160,1,20304,2017-04-09,33785,30466,3078,OO,YUM,"Yuma, AZ",AZ,PHX,"Phoenix, AZ",AZ,,-5
1638,3,1402,17,10,87,304,2,20366,2017-04-19,32945,30397,5212,EV,LEX,"Lexington, KY",KY,ATL,"Atlanta, GA",GA,,-7
1639,1,1113,20,5,108,563,3,20416,2017-04-24,31703,31135,921,NK,LGA,"New York, NY",NY,MYR,"Myrtle Beach, SC",SC,,-20
1640,7,1004,34,6,339,"2,248",9,20409,2017-04-23,31703,32211,411,B6,JFK,"New York, NY",NY,LAS,"Las Vegas, NV",NV,,-18
1641,4,820,13,7,82,343,2,20304,2017-04-20,30647,30977,2919,OO,CAK,"Akron, OH",OH,ORD,"Chicago, IL",IL,,-27
1642,4,930,20,7,89,399,2,19805,2017-04-27,30852,30721,2139,AA,DCA,"Washington, DC",VA,BOS,"Boston, MA",MA,,-8
1643,4,612,16,7,108,618,3,20304,2017-04-13,31603,34614,4681,OO,EUG,"Eugene, OR",OR,SLC,"Salt Lake City, UT",UT,,-12
1644,3,1340,11,7,61,166,1,20304,2017-04-19,31267,31295,4875,OO,DAY,"Dayton, OH",OH,DTW,"Detroit, MI",MI,,-9
1645,4,817,16,7,186,"1,379",6,20416,2017-04-20,32575,31453,216,NK,LAX,"Los Angeles, CA",CA,IAH,"Houston, TX",TX,,-9
1646,3,700,25,5,102,449,2,19805,2017-04-05,34100,31057,2046,AA,PHL,"Philadelphia, PA",PA,CLT,"Charlotte, NC",NC,,-10
1647,7,600,12,4,217,"1,744",7,19977,2017-04-16,32575,30977,506,UA,LAX,"Los Angeles, CA",CA,ORD,"Chicago, IL",IL,,-32
1648,4,1400,24,5,472,"3,801",11,19977,2017-04-06,32134,32016,201,UA,HNL,"Honolulu, HI",HI,GUM,"Guam, TT",TT,,6
1649,4,2007,12,7,89,533,3,19977,2017-04-20,30325,33198,1824,UA,DEN,"Denver, CO",CO,MCI,"Kansas City, MO",MO,,22
1650,3,645,9,11,189,"1,246",5,19393,2017-04-12,30194,32575,6160,WN,DAL,"Dallas, TX",TX,LAX,"Los Angeles, CA",CA,,-18
1651,7,1535,7,5,216,"1,728",7,19393,2017-04-09,33570,30977,5251,WN,SAN,"San Diego, CA",CA,MDW,"Chicago, IL",IL,,-4
1652,7,1815,30,12,362,"2,446",10,19977,2017-04-09,31454,32457,380,UA,MCO,"Orlando, FL",FL,SFO,"San Francisco, CA",CA,,11
1653,1,645,15,10,203,"1,246",5,19393,2017-04-24,30194,32575,6160,WN,DAL,"Dallas, TX",TX,LAX,"Los Angeles, CA",CA,,4
1654,3,1333,16,11,139,986,4,20366,2017-04-05,31453,31066,4295,EV,IAH,"Houston, TX",TX,CMH,"Columbus, OH",OH,,-33
1656,3,910,11,6,233,"1,587",7,19393,2017-04-26,30693,32211,376,WN,BNA,"Nashville, TN",TN,LAS,"Las Vegas, NV",NV,,-7
1657,1,1020,9,12,78,223,1,19790,2017-04-03,35249,30397,692,DL,TLH,"Tallahassee, FL",FL,ATL,"Atlanta, GA",GA,,18
1658,2,1610,13,12,70,236,1,19805,2017-04-04,32211,32575,1440,AA,LAS,"Las Vegas, NV",NV,LAX,"Los Angeles, CA",CA,,-15
1659,7,1711,21,9,72,226,1,19790,2017-04-30,31057,30397,2642,DL,CLT,"Charlotte, NC",NC,ATL,"Atlanta, GA",GA,,-20
1661,4,1720,21,5,73,255,2,20304,2017-04-20,32343,31650,7437,OO,INL,"International Falls, MN",MN,MSP,"Minneapolis, MN",MN,,-7
1662,3,1105,12,11,138,758,4,19393,2017-04-05,30852,31454,3872,WN,IAD,"Washington, DC",VA,MCO,"Orlando, FL",FL,,97
1663,4,1605,10,14,172,"1,068",5,20409,2017-04-13,31714,31703,12,B6,RSW,"Fort Myers, FL",FL,EWR,"Newark, NJ",NJ,,22
1664,7,2210,17,2,366,"2,979",11,19805,2017-04-02,32982,30466,697,AA,LIH,"Lihue, HI",HI,PHX,"Phoenix, AZ",AZ,,4
1665,5,600,12,6,98,488,2,19790,2017-04-28,31703,31295,2892,DL,EWR,"Newark, NJ",NJ,DTW,"Detroit, MI",MI,,-24
1666,6,1305,14,4,142,931,4,19790,2017-04-15,31650,30852,1589,DL,MSP,"Minneapolis, MN",MN,DCA,"Washington, DC",VA,,-9
1667,5,1652,8,8,191,"1,457",6,20416,2017-04-28,32457,30194,408,NK,OAK,"Oakland, CA",CA,DFW,"Dallas/Fort Worth, TX",TX,,-18
1668,5,1430,17,6,44,100,1,19690,2017-04-07,32134,33830,216,HA,HNL,"Honolulu, HI",HI,OGG,"Kahului, HI",HI,,32
1669,4,1540,20,3,55,109,1,20304,2017-04-20,32575,33570,5944,OO,LAX,"Los Angeles, CA",CA,SAN,"San Diego, CA",CA,,-6
1670,1,1545,15,15,238,"1,547",7,19790,2017-04-03,34819,30397,1595,DL,SJU,"San Juan, PR",PR,ATL,"Atlanta, GA",GA,,19
1671,4,615,15,5,146,945,4,19393,2017-04-20,31714,32337,1616,WN,RSW,"Fort Myers, FL",FL,IND,"Indianapolis, IN",IN,,-18
1673,7,1500,14,11,263,"1,744",7,19805,2017-04-16,30977,32575,1358,AA,ORD,"Chicago, IL",IL,LAX,"Los Angeles, CA",CA,,-7
1674,7,1610,9,4,161,"1,111",5,19393,2017-04-30,30529,33195,2445,WN,BDL,"Hartford, CT",CT,TPA,"Tampa, FL",FL,,29
1675,3,1523,11,8,122,787,4,20416,2017-04-12,31454,30852,782,NK,MCO,"Orlando, FL",FL,BWI,"Baltimore, MD",MD,,-22
1676,4,1957,13,11,279,"1,927",8,19790,2017-04-27,31295,30559,1823,DL,DTW,"Detroit, MI",MI,SEA,"Seattle, WA",WA,,-34
1677,3,1436,13,6,132,632,3,19790,2017-04-05,30721,31295,1076,DL,BOS,"Boston, MA",MA,DTW,"Detroit, MI",MI,,-12
1678,4,725,11,13,96,391,2,19790,2017-04-06,30325,34614,2267,DL,DEN,"Denver, CO",CO,SLC,"Salt Lake City, UT",UT,,-8
1680,5,2330,14,19,403,"2,846",11,19930,2017-04-14,30299,30977,138,AS,ANC,"Anchorage, AK",AK,ORD,"Chicago, IL",IL,,17
1681,5,1345,11,5,112,680,3,19930,2017-04-07,31401,30559,62,AS,KTN,"Ketchikan, AK",AK,SEA,"Seattle, WA",WA,,-16
1682,3,1250,13,4,245,"1,521",7,20409,2017-04-05,31703,30423,795,B6,JFK,"New York, NY",NY,AUS,"Austin, TX",TX,,-10
1683,7,1550,11,5,142,895,4,19393,2017-04-30,30325,30977,238,WN,DEN,"Denver, CO",CO,MDW,"Chicago, IL",IL,,1
1684,4,1620,12,5,103,647,3,19805,2017-04-13,33192,30466,590,AA,SMF,"Sacramento, CA",CA,PHX,"Phoenix, AZ",AZ,,-7
1685,6,1100,16,6,99,461,2,20304,2017-04-29,34614,33127,7360,OO,SLC,"Salt Lake City, UT",UT,LWS,"Lewiston, ID",ID,,-9
1686,2,900,24,15,158,733,3,19805,2017-04-11,31703,30977,373,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,,-9
1687,2,805,17,5,124,640,3,19393,2017-04-11,30721,31066,1782,WN,BOS,"Boston, MA",MA,CMH,"Columbus, OH",OH,,-17
1688,7,1520,20,4,75,286,2,20304,2017-04-16,30977,33044,2971,OO,ORD,"Chicago, IL",IL,SDF,"Louisville, KY",KY,,-10
1689,4,600,12,38,93,236,1,19977,2017-04-20,32211,32575,324,UA,LAS,"Las Vegas, NV",NV,LAX,"Los Angeles, CA",CA,,-1
1690,2,2030,11,3,98,546,3,19393,2017-04-18,30194,31123,1442,WN,DAL,"Dallas, TX",TX,STL,"St. Louis, MO",MO,,0
1692,3,1358,13,15,221,"1,744",7,19977,2017-04-19,32575,30977,1897,UA,LAX,"Los Angeles, CA",CA,ORD,"Chicago, IL",IL,,0
1693,6,600,13,9,89,431,2,19805,2017-04-01,33244,30194,1054,AA,MEM,"Memphis, TN",TN,DFW,"Dallas/Fort Worth, TX",TX,,-11
1694,5,1031,20,6,168,763,4,19930,2017-04-28,32211,34057,627,AS,LAS,"Las Vegas, NV",NV,PDX,"Portland, OR",OR,,3
1695,3,710,15,5,80,343,2,20366,2017-04-19,30647,30977,3861,EV,CAK,"Akron, OH",OH,ORD,"Chicago, IL",IL,,-29
1696,6,1120,10,4,96,569,3,19930,2017-04-01,34057,32457,408,AS,PDX,"Portland, OR",OR,SJC,"San Jose, CA",CA,,-14
1698,7,1840,11,9,117,562,3,20366,2017-04-16,30599,31453,3909,EV,BHM,"Birmingham, AL",AL,IAH,"Houston, TX",TX,,-9
1699,1,2235,31,5,79,213,1,19805,2017-04-24,31057,34685,1657,AA,CLT,"Charlotte, NC",NC,SAV,"Savannah, GA",GA,,5
1700,4,1625,7,5,53,237,1,19393,2017-04-27,31123,33198,1226,WN,STL,"St. Louis, MO",MO,MCI,"Kansas City, MO",MO,,-2
1701,5,1115,12,6,97,462,2,20304,2017-04-14,34489,32457,5465,OO,RDM,"Bend/Redmond, OR",OR,SFO,"San Francisco, CA",CA,,2
1702,4,2330,29,6,248,"1,947",8,19790,2017-04-27,32575,30397,1195,DL,LAX,"Los Angeles, CA",CA,ATL,"Atlanta, GA",GA,,69
1703,5,725,12,6,87,460,2,19393,2017-04-07,30194,33198,1742,WN,DAL,"Dallas, TX",TX,MCI,"Kansas City, MO",MO,,25
1704,1,1050,13,5,140,909,4,19930,2017-04-24,30559,32523,75,AS,SEA,"Seattle, WA",WA,JNU,"Juneau, AK",AK,,-19
1705,2,2140,18,7,73,317,2,19790,2017-04-25,30397,31135,2568,DL,ATL,"Atlanta, GA",GA,MYR,"Myrtle Beach, SC",SC,,-6
1706,5,2100,18,7,142,861,4,20436,2017-04-07,31454,34100,1674,F9,MCO,"Orlando, FL",FL,PHL,"Philadelphia, PA",PA,,27
1707,3,1230,12,3,196,"1,522",7,19790,2017-04-12,32575,31650,1377,DL,SNA,"Santa Ana, CA",CA,MSP,"Minneapolis, MN",MN,,-34
1708,7,1529,9,5,86,419,2,20366,2017-04-23,31703,30647,4212,EV,LGA,"New York, NY",NY,CLE,"Cleveland, OH",OH,,-34
1709,7,1504,13,8,193,"1,363",6,19790,2017-04-30,33198,32575,2078,DL,MCI,"Kansas City, MO",MO,LAX,"Los Angeles, CA",CA,,-13
1710,2,1840,12,9,249,"1,678",7,20436,2017-04-04,33105,32211,1121,F9,CVG,"Cincinnati, OH",KY,LAS,"Las Vegas, NV",NV,,-22
1711,5,1555,33,3,373,"2,521",11,19805,2017-04-28,34100,32457,723,AA,PHL,"Philadelphia, PA",PA,SFO,"San Francisco, CA",CA,,-3
1712,6,630,29,11,98,349,2,20304,2017-04-29,33459,31295,7434,OO,MQT,"Marquette, MI",MI,DTW,"Detroit, MI",MI,,3
1713,6,1725,12,25,81,212,1,19977,2017-04-29,30852,31703,1972,UA,IAD,"Washington, DC",VA,EWR,"Newark, NJ",NJ,,-7
1714,2,820,27,3,152,834,4,19930,2017-04-04,32575,34057,563,AS,LAX,"Los Angeles, CA",CA,PDX,"Portland, OR",OR,,-7
1715,5,1040,14,4,74,363,2,20304,2017-04-14,32457,32575,5133,OO,SFO,"San Francisco, CA",CA,ONT,"Ontario, CA",CA,,-16
1716,3,2200,12,4,109,639,3,20304,2017-04-26,30325,30436,5525,OO,DEN,"Denver, CO",CO,TUS,"Tucson, AZ",AZ,,-17
1717,1,1720,24,13,78,236,1,21171,2017-04-03,32575,32211,480,VX,LAX,"Los Angeles, CA",CA,LAS,"Las Vegas, NV",NV,,16
1718,4,825,65,5,214,901,4,19977,2017-04-06,30852,32467,1508,UA,IAD,"Washington, DC",VA,FLL,"Fort Lauderdale, FL",FL,,65
1719,6,1613,17,3,51,185,1,19805,2017-04-22,31057,32323,1868,AA,CLT,"Charlotte, NC",NC,ILM,"Wilmington, NC",NC,,-2
1721,3,1055,12,8,124,813,4,19805,2017-04-05,30436,30194,2377,AA,TUS,"Tucson, AZ",AZ,DFW,"Dallas/Fort Worth, TX",TX,,-6
1722,7,1140,22,10,280,"2,086",9,19930,2017-04-16,30559,33495,788,AS,SEA,"Seattle, WA",WA,MSY,"New Orleans, LA",LA,,-10
1723,1,610,13,7,134,909,4,19393,2017-04-03,33192,30325,1966,WN,SMF,"Sacramento, CA",CA,DEN,"Denver, CO",CO,,-10
1724,1,945,25,3,147,"1,045",5,19805,2017-04-03,32467,34819,397,AA,MIA,"Miami, FL",FL,SJU,"San Juan, PR",PR,,-8
1725,4,1535,41,7,226,"1,123",5,19977,2017-04-20,31295,30325,350,UA,DTW,"Detroit, MI",MI,DEN,"Denver, CO",CO,,22
1727,3,1216,35,10,121,383,2,20366,2017-04-26,30781,30194,2805,EV,BTR,"Baton Rouge, LA",LA,DFW,"Dallas/Fort Worth, TX",TX,"1,401",160
1728,6,1329,14,5,48,108,1,20304,2017-04-08,30977,33485,3043,OO,ORD,"Chicago, IL",IL,MSN,"Madison, WI",WI,"1,320",62
1729,1,2140,20,3,127,700,3,19805,2017-04-10,32467,34492,956,AA,MIA,"Miami, FL",FL,RDU,"Raleigh/Durham, NC",NC,,-11
1730,6,940,11,4,130,867,4,20409,2017-04-08,30977,30721,1012,B6,ORD,"Chicago, IL",IL,BOS,"Boston, MA",MA,,-5
1731,3,1525,5,5,127,829,4,19393,2017-04-26,31454,32337,1764,WN,MCO,"Orlando, FL",FL,IND,"Indianapolis, IN",IN,,-20
1732,6,2230,11,8,266,"2,173",9,20416,2017-04-22,32211,32467,954,NK,LAS,"Las Vegas, NV",NV,FLL,"Fort Lauderdale, FL",FL,,-6
1734,2,1145,8,4,153,"1,209",5,19393,2017-04-11,30194,30852,16,WN,DAL,"Dallas, TX",TX,BWI,"Baltimore, MD",MD,,28
1735,1,1220,9,6,67,338,2,19393,2017-04-10,32575,30466,559,WN,SNA,"Santa Ana, CA",CA,PHX,"Phoenix, AZ",AZ,,2
1736,2,2200,18,5,66,224,1,19805,2017-04-04,30194,31453,2368,AA,DFW,"Dallas/Fort Worth, TX",TX,IAH,"Houston, TX",TX,,-3
1738,2,2015,21,7,70,243,1,20304,2017-04-11,31295,34150,7408,OO,DTW,"Detroit, MI",MI,PLN,"Pellston, MI",MI,,-18
1739,4,835,14,5,154,"1,139",5,19393,2017-04-20,32211,33198,1615,WN,LAS,"Las Vegas, NV",NV,MCI,"Kansas City, MO",MO,,-11
1740,5,1800,16,8,105,493,2,20304,2017-04-28,30140,34614,4499,OO,ABQ,"Albuquerque, NM",NM,SLC,"Salt Lake City, UT",UT,,9
1741,6,900,27,10,435,"2,611",11,19805,2017-04-29,30721,32575,166,AA,BOS,"Boston, MA",MA,LAX,"Los Angeles, CA",CA,,63
1743,2,600,14,5,112,672,3,19930,2017-04-04,30559,32457,342,AS,SEA,"Seattle, WA",WA,OAK,"Oakland, CA",CA,,-17
1744,5,1759,50,5,92,200,1,20409,2017-04-21,31703,30721,2580,B6,EWR,"Newark, NJ",NJ,BOS,"Boston, MA",MA,,96
1745,3,640,12,5,85,375,2,20304,2017-04-12,30685,31650,3523,OO,BMI,"Bloomington/Normal, IL",IL,MSP,"Minneapolis, MN",MN,,-24
1746,7,2055,12,6,117,763,4,19930,2017-04-23,34057,32211,624,AS,PDX,"Portland, OR",OR,LAS,"Las Vegas, NV",NV,,30
1747,7,745,11,11,367,"2,556",11,19690,2017-04-09,32575,32134,1,HA,LAX,"Los Angeles, CA",CA,HNL,"Honolulu, HI",HI,,8
1748,7,845,9,18,82,328,2,19805,2017-04-09,31136,31057,2065,AA,JAX,"Jacksonville, FL",FL,CLT,"Charlotte, NC",NC,,-11
1749,5,710,23,37,259,"1,460",6,19805,2017-04-07,33342,30466,586,AA,MKE,"Milwaukee, WI",WI,PHX,"Phoenix, AZ",AZ,,11
1750,5,2155,9,7,309,"2,704",11,20409,2017-04-21,32457,30721,834,B6,SFO,"San Francisco, CA",CA,BOS,"Boston, MA",MA,,82
1751,7,1925,8,3,65,345,2,19393,2017-04-16,34570,32211,6052,WN,RNO,"Reno, NV",NV,LAS,"Las Vegas, NV",NV,,-8
1752,6,1705,18,7,205,"1,205",5,19805,2017-04-08,30194,32575,2502,AA,DFW,"Dallas/Fort Worth, TX",TX,SNA,"Santa Ana, CA",CA,,5
1753,1,805,16,9,64,196,1,20366,2017-04-10,31003,30977,3760,EV,CID,"Cedar Rapids/Iowa City, IA",IA,ORD,"Chicago, IL",IL,,-17
1754,3,730,17,9,215,"1,337",6,19805,2017-04-05,31057,30325,428,AA,CLT,"Charlotte, NC",NC,DEN,"Denver, CO",CO,,-2
1755,7,630,11,7,162,921,4,19805,2017-04-23,30852,32467,2591,AA,IAD,"Washington, DC",VA,MIA,"Miami, FL",FL,,-11
1756,2,1925,14,13,65,192,1,19805,2017-04-25,31454,32467,2447,AA,MCO,"Orlando, FL",FL,MIA,"Miami, FL",FL,,-9
1757,4,1355,7,12,65,173,1,20366,2017-04-27,31977,30977,3802,EV,GRB,"Green Bay, WI",WI,ORD,"Chicago, IL",IL,,-11
1758,6,1045,10,4,61,327,2,19393,2017-04-22,30852,30721,2406,WN,BWI,"Baltimore, MD",MD,PVD,"Providence, RI",RI,,-8
1759,4,1640,10,7,83,489,2,20366,2017-04-13,32337,34492,5387,EV,IND,"Indianapolis, IN",IN,RDU,"Raleigh/Durham, NC",NC,,-22
1760,4,1415,18,4,52,152,1,19790,2017-04-20,30397,35412,1834,DL,ATL,"Atlanta, GA",GA,TYS,"Knoxville, TN",TN,,-11
1761,3,1350,22,12,304,"1,947",8,19790,2017-04-19,30397,32575,1219,DL,ATL,"Atlanta, GA",GA,LAX,"Los Angeles, CA",CA,,8
1762,7,820,29,9,178,"1,242",5,19805,2017-04-09,32575,30423,1721,AA,LAX,"Los Angeles, CA",CA,AUS,"Austin, TX",TX,,7
1763,7,625,12,4,155,980,4,19790,2017-04-16,34492,31650,736,DL,RDU,"Raleigh/Durham, NC",NC,MSP,"Minneapolis, MN",MN,,-20
1764,5,1345,6,4,76,404,2,19393,2017-04-21,32575,33192,1570,WN,SNA,"Santa Ana, CA",CA,SMF,"Sacramento, CA",CA,,-7
1765,5,1140,16,20,283,"2,176",9,19805,2017-04-21,32211,34100,734,AA,LAS,"Las Vegas, NV",NV,PHL,"Philadelphia, PA",PA,,6
1766,2,1345,10,11,116,680,3,19930,2017-04-04,31401,30559,62,AS,KTN,"Ketchikan, AK",AK,SEA,"Seattle, WA",WA,,-19
1767,2,1030,13,4,134,977,4,19977,2017-04-18,30325,32337,491,UA,DEN,"Denver, CO",CO,IND,"Indianapolis, IN",IN,,-23
1768,3,2230,9,4,134,804,4,19393,2017-04-26,30325,34570,1022,WN,DEN,"Denver, CO",CO,RNO,"Reno, NV",NV,,-6
